,item,user,rating,cal_rating
20788,403,45,,3.222222
20789,404,45,,3.857798
20790,405,45,,3.550000
20791,406,45,,2.968085
20792,407,45,,3.805556
20793,408,45,,3.513514
20794,409,45,,3.700000
20795,410,45,,3.715385
20796,411,45,,3.852381
20797,412,45,,3.806122
20798,413,45,,3.932203
20799,414,45,,3.301887
20800,415,45,,3.905172
20801,416,45,,3.536585
20802,417,45,,4.140625
20803,418,45,,4.013158
20804,419,45,,3.887755
20805,420,45,,3.950000
20806,421,45,,3.509434
20807,422,45,,3.833333
20808,423,45,,3.853448
20809,424,45,,4.135135
20810,425,45,,3.916667
20811,426,45,,3.611111
20812,427,45,,3.608108
20813,428,45,,4.061224
20814,429,45,,3.800000
20815,430,45,,3.913043
20816,431,45,,4.069444
20817,432,45,,3.619565
20818,433,45,,3.605263
20819,434,45,,4.030769
20820,435,45,,3.370968
20821,436,45,,2.884615
20822,437,45,,3.764706
20823,438,45,,3.000000
20824,439,45,5.00,5.000000
20825,440,45,,3.930769
20826,441,45,,3.431818
20827,442,45,,2.846154
20828,443,45,,3.703704
20829,444,45,,3.300000
20830,445,45,,3.492063
20831,446,45,,2.673913
20832,447,45,,3.130435
20833,448,45,,3.215686
20834,449,45,1.00,1.000000
20835,450,45,,2.571429
20836,451,45,,2.467742
20837,452,45,,3.218750
20838,0,46,,3.364130
20839,1,46,,3.990566
20840,2,46,,3.526316
20841,3,46,4.00,4.000000
20842,4,46,4.00,4.000000
20843,5,46,4.00,4.000000
20844,6,46,,3.543860
20845,7,46,,3.929012
20846,8,46,4.00,4.000000
20847,9,46,,2.623596
20848,10,46,,3.726415
20849,11,46,,3.458763
20850,12,46,,3.048611
20851,13,46,,2.577381
20852,14,46,,4.011236
20853,15,46,,3.200000
20854,16,46,4.00,4.000000
20855,17,46,3.00,3.000000
20856,18,46,3.00,3.000000
20857,19,46,,3.766667
20858,20,46,,3.357143
20859,21,46,,3.225610
20860,22,46,4.00,4.000000
20861,23,46,4.00,4.000000
20862,24,46,,2.932203
20863,25,46,,3.376623
20864,26,46,,3.706250
20865,27,46,,3.353448
20866,28,46,,4.015487
20867,29,46,,3.670103
20868,30,46,,3.698675
20869,31,46,,3.015625
20870,32,46,,2.962963
20871,33,46,,3.542254
20872,34,46,3.00,3.000000
20873,35,46,,3.404762
20874,36,46,3.00,3.000000
20875,37,46,3.00,3.000000
20876,38,46,,3.698413
20877,39,46,,2.864583
20878,40,46,,4.000000
20879,41,46,,3.386719
20880,42,46,2.00,2.000000
20881,43,46,,3.791667
20882,44,46,4.00,4.000000
20883,45,46,,3.406863
20884,46,46,4.00,4.000000
20885,47,46,,3.282051
20886,48,46,,3.067568
20887,49,46,,3.339806
20888,50,46,,3.658940
20889,51,46,,4.055233
20890,52,46,2.00,2.000000
20891,53,46,4.00,4.000000
20892,54,46,4.00,4.000000
20893,55,46,5.00,5.000000
20894,56,46,4.00,4.000000
20895,57,46,,3.580645
20896,58,46,,2.424528
20897,59,46,5.00,5.000000
20898,60,46,,3.182432
20899,61,46,,3.525926
20900,62,46,4.00,4.000000
20901,63,46,,2.511905
20902,64,46,,3.527397
20903,65,46,,2.917722
20904,66,46,4.00,4.000000
20905,67,46,5.00,5.000000
20906,68,46,4.00,4.000000
20907,69,46,5.00,5.000000
20908,70,46,5.00,5.000000
20909,71,46,4.00,4.000000
20910,72,46,4.00,4.000000
20911,73,46,4.00,4.000000
20912,74,46,,3.666667
20913,75,46,5.00,5.000000
20914,76,46,4.00,4.000000
20915,77,46,4.00,4.000000
20916,78,46,5.00,5.000000
20917,79,46,4.00,4.000000
20918,80,46,4.00,4.000000
20919,81,46,,3.687500
20920,82,46,5.00,5.000000
20921,83,46,5.00,5.000000
20922,84,46,5.00,5.000000
20923,85,46,4.00,4.000000
20924,86,46,5.00,5.000000
20925,87,46,,4.057895
20926,88,46,5.00,5.000000
20927,89,46,3.00,3.000000
20928,90,46,5.00,5.000000
20929,91,46,4.00,4.000000
20930,92,46,5.00,5.000000
20931,93,46,4.00,4.000000
20932,94,46,5.00,5.000000
20933,95,46,4.00,4.000000
20934,96,46,5.00,5.000000
20935,97,46,4.00,4.000000
20936,98,46,5.00,5.000000
20937,99,46,4.00,4.000000
20938,100,46,5.00,5.000000
20939,101,46,3.00,3.000000
20940,102,46,4.00,4.000000
20941,103,46,4.00,4.000000
20942,104,46,4.00,4.000000
20943,105,46,5.00,5.000000
20944,106,46,,3.984000
20945,107,46,3.00,3.000000
20946,108,46,,3.651786
20947,109,46,4.00,4.000000
20948,110,46,,3.446809
20949,111,46,2.00,2.000000
20950,112,46,4.00,4.000000
20951,113,46,4.00,4.000000
20952,114,46,,3.597826
20953,115,46,,2.842105
20954,116,46,,3.610759
20955,117,46,,4.010204
20956,118,46,,2.947917
20957,119,46,5.00,5.000000
20958,120,46,4.00,4.000000
20959,121,46,4.00,4.000000
20960,122,46,2.00,2.000000
20961,123,46,,3.688889
20962,124,46,,2.698529
20963,125,46,4.00,4.000000
20964,126,46,,3.592857
20965,127,46,4.00,4.000000
20966,128,46,4.00,4.000000
20967,129,46,,3.741379
20968,130,46,4.00,4.000000
20969,131,46,4.00,4.000000
20970,132,46,4.00,4.000000
20971,133,46,3.00,3.000000
20972,134,46,4.00,4.000000
20973,135,46,,3.428571
20974,136,46,4.00,4.000000
20975,137,46,,2.855556
20976,138,46,4.00,4.000000
20977,139,46,,3.000000
20978,140,46,4.00,4.000000
20979,141,46,3.00,3.000000
20980,142,46,4.00,4.000000
20981,143,46,,3.521739
20982,144,46,4.00,4.000000
20983,145,46,3.00,3.000000
20984,146,46,4.00,4.000000
20985,147,46,4.00,4.000000
20986,148,46,,2.907895
20987,149,46,,3.192308
20988,150,46,,3.070175
20989,151,46,,2.843478
20990,152,46,,3.770492
20991,153,46,,3.373984
20992,154,46,,2.930000
20993,155,46,5.00,5.000000
20994,156,46,4.00,4.000000
20995,157,46,5.00,5.000000
20996,158,46,5.00,5.000000
20997,159,46,2.00,2.000000
20998,160,46,,3.177966
20999,161,46,,3.856522
21000,162,46,,3.240458
21001,163,46,,3.328125
21002,164,46,,3.691860
21003,165,46,3.00,3.000000
21004,166,46,5.00,5.000000
21005,167,46,,3.273810
21006,168,46,,3.623596
21007,169,46,,3.187500
21008,170,46,,3.864706
21009,171,46,,3.265625
21010,172,46,4.00,4.000000
21011,173,46,4.00,4.000000
21012,174,46,,3.883495
21013,175,46,2.00,2.000000
21014,176,46,2.00,2.000000
21015,177,46,,3.236364
21016,178,46,,3.847059
21017,179,46,,3.467105
21018,180,46,,3.476471
21019,181,46,,2.744681
21020,182,46,,3.840278
21021,183,46,,3.629630
21022,184,46,,3.850877
21023,185,46,,3.920213
21024,186,46,,3.336735
21025,187,46,,3.551282
21026,188,46,,3.903846
21027,189,46,,3.591549
21028,190,46,,4.085106
21029,191,46,,3.011364
21030,192,46,,3.776190
21031,193,46,,3.784091
21032,194,46,,3.777027
21033,195,46,,3.608696
21034,196,46,,3.628378
21035,197,46,,3.250000
21036,198,46,,3.663636
21037,199,46,,3.691489
21038,200,46,,3.886228
21039,201,46,,3.464789
21040,202,46,,3.234694
21041,203,46,3.00,3.000000
21042,204,46,,3.244186
21043,205,46,,3.300000
21044,206,46,,3.148515
21045,207,46,4.00,4.000000
21046,208,46,2.00,2.000000
21047,209,46,,2.941860
21048,210,46,5.00,5.000000
21049,211,46,4.00,4.000000
21050,212,46,4.00,4.000000
21051,213,46,4.00,4.000000
21052,214,46,3.00,3.000000
21053,215,46,,3.244186
21054,216,46,4.00,4.000000
21055,217,46,,3.910853
21056,218,46,,2.991228
21057,219,46,,3.325581
21058,220,46,,3.909091
21059,221,46,3.00,3.000000
21060,222,46,,4.017544
21061,223,46,,3.254717
21062,224,46,5.00,5.000000
21063,225,46,,3.945313
21064,226,46,2.00,2.000000
21065,227,46,,3.921053
21066,228,46,,3.595238
21067,229,46,,4.051948
21068,230,46,,4.006024
21069,231,46,,3.433333
21070,232,46,,4.176471
21071,233,46,5.00,5.000000
21072,234,46,,4.152027
21073,235,46,2.00,2.000000
21074,236,46,,3.945736
21075,237,46,,3.782609
21076,238,46,,3.962963
21077,239,46,,3.912698
21078,240,46,,4.231132
21079,241,46,,3.857143
21080,242,46,,3.577778
21081,243,46,,4.155556
21082,244,46,,4.125000
21083,245,46,,3.145833
21084,246,46,,3.563830
21085,247,46,,4.017241
21086,248,46,,3.904494
21087,249,46,,3.448980
21088,250,46,,3.747368
21089,251,46,,4.103846
21090,252,46,,4.066265
21091,253,46,,3.629213
21092,254,46,,3.637255
21093,255,46,,3.795082
21094,256,46,,3.941176
21095,257,46,,3.618182
21096,258,46,,3.825581
21097,259,46,,3.292135
21098,260,46,,3.088235
21099,261,46,,3.852113
21100,262,46,,3.610294
21101,263,46,,3.955224
21102,264,46,,2.521127
21103,265,46,4.00,4.000000
21104,266,46,4.00,4.000000
21105,267,46,,3.059322
21106,268,46,5.00,5.000000
21107,269,46,,2.322917
21108,270,46,,3.632653
21109,271,46,,2.682927
21110,272,46,5.00,5.000000
21111,273,46,,3.353659
21112,274,46,,4.070000
21113,275,46,4.00,4.000000
21114,276,46,,3.575000
21115,277,46,,3.085106
21116,278,46,,3.403226
21117,279,46,3.00,3.000000
21118,280,46,5.00,5.000000
21119,281,46,,3.516949
21120,282,46,,3.646465
21121,283,46,5.00,5.000000
21122,284,46,4.00,4.000000
21123,285,46,,2.413043
21124,286,46,,3.212500
21125,287,46,3.00,3.000000
21126,288,46,,3.411765
21127,289,46,5.00,5.000000
21128,290,46,5.00,5.000000
21129,291,46,5.00,5.000000
21130,292,46,5.00,5.000000
21131,293,46,5.00,5.000000
21132,294,46,5.00,5.000000
21133,295,46,5.00,5.000000
21134,296,46,5.00,5.000000
21135,297,46,,3.470000
21136,298,46,4.00,4.000000
21137,299,46,,3.281250
21138,300,46,,3.250000
21139,301,46,4.00,4.000000
21140,302,46,,3.347826
21141,303,46,,3.323529
21142,304,46,,4.040816
21143,305,46,5.00,5.000000
21144,306,46,4.00,4.000000
21145,307,46,5.00,5.000000
21146,308,46,5.00,5.000000
21147,309,46,,3.766667
21148,310,46,5.00,5.000000
21149,311,46,5.00,5.000000
21150,312,46,4.00,4.000000
21151,313,46,5.00,5.000000
21152,314,46,3.00,3.000000
21153,315,46,4.00,4.000000
21154,316,46,5.00,5.000000
21155,317,46,5.00,5.000000
21156,318,46,5.00,5.000000
21157,319,46,3.00,3.000000
21158,320,46,5.00,5.000000
21159,321,46,3.00,3.000000
21160,322,46,,3.344828
21161,323,46,,2.977612
21162,324,46,4.00,4.000000
21163,325,46,4.00,4.000000
21164,326,46,,3.585859
21165,327,46,,3.100000
21166,328,46,,3.381944
21167,329,46,2.00,2.000000
21168,330,46,,3.232759
21169,331,46,3.00,3.000000
21170,332,46,,3.803922
21171,333,46,,3.445455
21172,334,46,,3.611111
21173,335,46,4.00,4.000000
21174,336,46,,3.122951
21175,337,46,4.00,4.000000
21176,338,46,5.00,5.000000
21177,339,46,,3.510417
21178,340,46,,3.773810
21179,341,46,,3.455556
21180,342,46,,3.416667
21181,343,46,,3.177215
21182,344,46,4.00,4.000000
21183,345,46,,3.375000
21184,346,46,4.00,4.000000
21185,347,46,3.00,3.000000
21186,348,46,4.00,4.000000
21187,349,46,4.00,4.000000
21188,350,46,,3.083333
21189,351,46,1.00,1.000000
21190,352,46,,4.015625
21191,353,46,,3.325000
21192,354,46,,3.860465
21193,355,46,4.00,4.000000
21194,356,46,,3.224638
21195,357,46,5.00,5.000000
21196,358,46,,3.379310
21197,359,46,4.00,4.000000
21198,360,46,,3.537879
21199,361,46,3.00,3.000000
21200,362,46,4.00,4.000000
21201,363,46,4.00,4.000000
21202,364,46,,3.656863
21203,365,46,,3.567308
21204,366,46,,3.386364
21205,367,46,4.00,4.000000
21206,368,46,,3.633333
21207,369,46,,3.464286
21208,370,46,3.00,3.000000
21209,371,46,3.00,3.000000
21210,372,46,3.00,3.000000
21211,373,46,4.00,4.000000
21212,374,46,4.00,4.000000
21213,375,46,,3.500000
21214,376,46,,3.304348
21215,377,46,4.00,4.000000
21216,378,46,,2.813433
21217,379,46,4.00,4.000000
21218,380,46,,2.808511
21219,381,46,,3.418750
21220,382,46,,2.865854
21221,383,46,,3.509434
21222,384,46,,3.806122
21223,385,46,,3.842593
21224,386,46,,2.659091
21225,387,46,,3.263158
21226,388,46,,3.889535
21227,389,46,,3.654762
21228,390,46,,3.381356
21229,391,46,,2.862745
21230,392,46,,4.032895
21231,393,46,,3.687500
21232,394,46,5.00,5.000000
21233,395,46,,3.366071
21234,396,46,,3.659091
21235,397,46,,3.835294
21236,398,46,,3.134615
21237,399,46,,4.111111
21238,400,46,,3.613636
21239,401,46,,4.250000
21240,402,46,,3.586957
21241,403,46,,3.222222
21242,404,46,,3.857798
21243,405,46,,3.550000
21244,406,46,,2.968085
21245,407,46,,3.805556
21246,408,46,,3.513514
21247,409,46,,3.700000
21248,410,46,,3.715385
21249,411,46,,3.852381
21250,412,46,,3.806122
21251,413,46,,3.932203
21252,414,46,,3.301887
21253,415,46,,3.905172
21254,416,46,,3.536585
21255,417,46,,4.140625
21256,418,46,,4.013158
21257,419,46,,3.887755
21258,420,46,,3.950000
21259,421,46,,3.509434
21260,422,46,,3.833333
21261,423,46,,3.853448
21262,424,46,,4.135135
21263,425,46,,3.916667
21264,426,46,,3.611111
21265,427,46,,3.608108
21266,428,46,,4.061224
21267,429,46,,3.800000
21268,430,46,,3.913043
21269,431,46,,4.069444
21270,432,46,,3.619565
21271,433,46,,3.605263
21272,434,46,,4.030769
21273,435,46,,3.370968
21274,436,46,,2.884615
21275,437,46,5.00,5.000000
21276,438,46,,3.000000
21277,439,46,4.00,4.000000
21278,440,46,2.00,2.000000
21279,441,46,,3.431818
21280,442,46,,2.846154
21281,443,46,,3.703704
21282,444,46,,3.300000
21283,445,46,,3.492063
21284,446,46,,2.673913
21285,447,46,2.00,2.000000
21286,448,46,,3.215686
21287,449,46,,3.656250
21288,450,46,,2.571429
21289,451,46,,2.467742
21290,452,46,,3.218750
21291,0,47,,3.364130
21292,1,47,,3.990566
21293,2,47,,3.526316
21294,3,47,4.50,4.500000
21295,4,47,,4.379310
21296,5,47,,3.718750
21297,6,47,,3.543860
21298,7,47,,3.929012
21299,8,47,,3.928030
21300,9,47,,2.623596
21301,10,47,,3.726415
21302,11,47,,3.458763
21303,12,47,,3.048611
21304,13,47,,2.577381
21305,14,47,,4.011236
21306,15,47,,3.200000
21307,16,47,,3.851563
21308,17,47,,3.375000
21309,18,47,,3.710526
21310,19,47,,3.766667
21311,20,47,,3.357143
21312,21,47,,3.225610
21313,22,47,,4.308962
21314,23,47,,3.738095
21315,24,47,,2.932203
21316,25,47,,3.376623
21317,26,47,,3.706250
21318,27,47,,3.353448
21319,28,47,,4.015487
21320,29,47,,3.670103
21321,30,47,,3.698675
21322,31,47,,3.015625
21323,32,47,,2.962963
21324,33,47,,3.542254
21325,34,47,,3.137255
21326,35,47,,3.404762
21327,36,47,,3.935484
21328,37,47,,3.842857
21329,38,47,,3.698413
21330,39,47,,2.864583
21331,40,47,,4.000000
21332,41,47,,3.386719
21333,42,47,,3.657143
21334,43,47,,3.791667
21335,44,47,,4.257669
21336,45,47,,3.406863
21337,46,47,,3.660000
21338,47,47,,3.282051
21339,48,47,,3.067568
21340,49,47,,3.339806
21341,50,47,,3.658940
21342,51,47,3.00,3.000000
21343,52,47,,3.676692
21344,53,47,3.00,3.000000
21345,54,47,5.00,5.000000
21346,55,47,,3.513889
21347,56,47,,3.530435
21348,57,47,,3.580645
21349,58,47,,2.424528
21350,59,47,,4.226804
21351,60,47,,3.182432
21352,61,47,,3.525926
21353,62,47,,2.950704
21354,63,47,,2.511905
21355,64,47,,3.527397
21356,65,47,,2.917722
21357,66,47,4.50,4.500000
21358,67,47,,3.711864
21359,68,47,,3.601695
21360,69,47,,4.435714
21361,70,47,,4.201754
21362,71,47,,3.990566
21363,72,47,,4.326531
21364,73,47,,3.966019
21365,74,47,,3.666667
21366,75,47,,3.920290
21367,76,47,,3.858779
21368,77,47,,3.790476
21369,78,47,,4.044872
21370,79,47,,4.134259
21371,80,47,,3.828244
21372,81,47,,3.687500
21373,82,47,,4.276423
21374,83,47,,4.275862
21375,84,47,,4.278226
21376,85,47,,4.212575
21377,86,47,4.00,4.000000
21378,87,47,,4.057895
21379,88,47,,4.125000
21380,89,47,,4.141026
21381,90,47,,4.252381
21382,91,47,5.00,5.000000
21383,92,47,,4.150000
21384,93,47,,3.886905
21385,94,47,,4.038043
21386,95,47,,4.084337
21387,96,47,,4.150000
21388,97,47,4.00,4.000000
21389,98,47,,3.977011
21390,99,47,,4.082418
21391,100,47,,3.828671
21392,101,47,,4.013812
21393,102,47,,4.100000
21394,103,47,,3.733333
21395,104,47,,3.734694
21396,105,47,,4.105263
21397,106,47,,3.984000
21398,107,47,,3.915584
21399,108,47,,3.651786
21400,109,47,,3.816667
21401,110,47,,3.446809
21402,111,47,,3.035088
21403,112,47,,3.475904
21404,113,47,,3.838710
21405,114,47,,3.597826
21406,115,47,,2.842105
21407,116,47,3.00,3.000000
21408,117,47,,4.010204
21409,118,47,,2.947917
21410,119,47,,3.704918
21411,120,47,,3.970297
21412,121,47,,4.025773
21413,122,47,,3.579268
21414,123,47,,3.688889
21415,124,47,,2.698529
21416,125,47,,3.670213
21417,126,47,,3.592857
21418,127,47,,3.133333
21419,128,47,,3.750000
21420,129,47,,3.741379
21421,130,47,,3.511364
21422,131,47,,3.950704
21423,132,47,,3.877049
21424,133,47,,3.627273
21425,134,47,,3.075221
21426,135,47,,3.428571
21427,136,47,,3.339080
21428,137,47,,2.855556
21429,138,47,,3.756098
21430,139,47,,3.000000
21431,140,47,,3.781250
21432,141,47,,3.845361
21433,142,47,,4.031250
21434,143,47,3.50,3.500000
21435,144,47,,3.987069
21436,145,47,,3.653846
21437,146,47,,3.579545
21438,147,47,,3.460784
21439,148,47,,2.907895
21440,149,47,,3.192308
21441,150,47,,3.070175
21442,151,47,,2.843478
21443,152,47,,3.770492
21444,153,47,,3.373984
21445,154,47,,2.930000
21446,155,47,,3.925676
21447,156,47,,4.223214
21448,157,47,,4.338542
21449,158,47,,4.041667
21450,159,47,,3.622222
21451,160,47,,3.177966
21452,161,47,,3.856522
21453,162,47,3.00,3.000000
21454,163,47,,3.328125
21455,164,47,,3.691860
21456,165,47,,3.527273
21457,166,47,,3.646552
21458,167,47,,3.273810
21459,168,47,,3.623596
21460,169,47,,3.187500
21461,170,47,,3.864706
21462,171,47,,3.265625
21463,172,47,,3.966887
21464,173,47,,3.871287
21465,174,47,,3.883495
21466,175,47,,3.510000
21467,176,47,,3.493243
21468,177,47,,3.236364
21469,178,47,,3.847059
21470,179,47,,3.467105
21471,180,47,,3.476471
21472,181,47,,2.744681
21473,182,47,,3.840278
21474,183,47,,3.629630
21475,184,47,,3.850877
21476,185,47,,3.920213
21477,186,47,,3.336735
21478,187,47,4.00,4.000000
21479,188,47,,3.903846
21480,189,47,4.00,4.000000
21481,190,47,,4.085106
21482,191,47,,3.011364
21483,192,47,,3.776190
21484,193,47,4.00,4.000000
21485,194,47,,3.777027
21486,195,47,,3.608696
21487,196,47,3.50,3.500000
21488,197,47,,3.250000
21489,198,47,,3.663636
21490,199,47,,3.691489
21491,200,47,,3.886228
21492,201,47,,3.464789
21493,202,47,,3.234694
21494,203,47,,4.461340
21495,204,47,,3.244186
21496,205,47,,3.300000
21497,206,47,2.50,2.500000
21498,207,47,,4.142857
21499,208,47,2.00,2.000000
21500,209,47,,2.941860
21501,210,47,,3.925532
21502,211,47,,3.901235
21503,212,47,,4.117188
21504,213,47,,3.875000
21505,214,47,,3.572581
21506,215,47,,3.244186
21507,216,47,,3.992308
21508,217,47,5.00,5.000000
21509,218,47,,2.991228
21510,219,47,,3.325581
21511,220,47,,3.909091
21512,221,47,,3.842593
21513,222,47,,4.017544
21514,223,47,2.00,2.000000
21515,224,47,,4.197917
21516,225,47,,3.945313
21517,226,47,,4.084000
21518,227,47,,3.921053
21519,228,47,,3.595238
21520,229,47,,4.051948
21521,230,47,4.50,4.500000
21522,231,47,,3.433333
21523,232,47,4.00,4.000000
21524,233,47,4.00,4.000000
21525,234,47,5.00,5.000000
21526,235,47,,3.876471
21527,236,47,4.00,4.000000
21528,237,47,,3.782609
21529,238,47,,3.962963
21530,239,47,,3.912698
21531,240,47,4.50,4.500000
21532,241,47,,3.857143
21533,242,47,4.00,4.000000
21534,243,47,5.00,5.000000
21535,244,47,,4.125000
21536,245,47,,3.145833
21537,246,47,4.00,4.000000
21538,247,47,,4.017241
21539,248,47,,3.904494
21540,249,47,,3.448980
21541,250,47,5.00,5.000000
21542,251,47,,4.103846
21543,252,47,,4.066265
21544,253,47,5.00,5.000000
21545,254,47,,3.637255
21546,255,47,,3.795082
21547,256,47,,3.941176
21548,257,47,,3.618182
21549,258,47,,3.825581
21550,259,47,,3.292135
21551,260,47,,3.088235
21552,261,47,,3.852113
21553,262,47,,3.610294
21554,263,47,,3.955224
21555,264,47,,2.521127
21556,265,47,,3.700000
21557,266,47,,3.850000
21558,267,47,,3.059322
21559,268,47,,4.136364
21560,269,47,,2.322917
21561,270,47,,3.632653
21562,271,47,1.50,1.500000
21563,272,47,,3.978261
21564,273,47,,3.353659
21565,274,47,4.50,4.500000
21566,275,47,,3.527027
21567,276,47,,3.575000
21568,277,47,,3.085106
21569,278,47,,3.403226
21570,279,47,,3.805556
21571,280,47,,4.224832
21572,281,47,,3.516949
21573,282,47,,3.646465
21574,283,47,,4.210843
21575,284,47,4.50,4.500000
21576,285,47,,2.413043
21577,286,47,,3.212500
21578,287,47,,3.136364
21579,288,47,,3.411765
21580,289,47,,4.254717
21581,290,47,,4.321918
21582,291,47,,4.253623
21583,292,47,,4.270588
21584,293,47,,3.797619
21585,294,47,,4.056604
21586,295,47,,4.297101
21587,296,47,,4.232759
21588,297,47,,3.470000
21589,298,47,,3.837209
21590,299,47,,3.281250
21591,300,47,,3.250000
21592,301,47,,3.888889
21593,302,47,2.00,2.000000
21594,303,47,,3.323529
21595,304,47,4.00,4.000000
21596,305,47,,3.920000
21597,306,47,,4.277778
21598,307,47,,4.295455
21599,308,47,,4.174242
21600,309,47,3.50,3.500000
21601,310,47,,4.290698
21602,311,47,,4.217949
21603,312,47,,4.008929
21604,313,47,,3.964286
21605,314,47,,3.750000
21606,315,47,,4.060000
21607,316,47,,4.483871
21608,317,47,,3.927273
21609,318,47,,4.171642
21610,319,47,3.00,3.000000
21611,320,47,,3.779070
21612,321,47,3.50,3.500000
21613,322,47,,3.344828
21614,323,47,,2.977612
21615,324,47,,3.442623
21616,325,47,,3.360215
21617,326,47,4.00,4.000000
21618,327,47,,3.100000
21619,328,47,,3.381944
21620,329,47,3.50,3.500000
21621,330,47,,3.232759
21622,331,47,,3.931034
21623,332,47,,3.803922
21624,333,47,3.50,3.500000
21625,334,47,3.50,3.500000
21626,335,47,,3.851064
21627,336,47,4.00,4.000000
21628,337,47,,3.600000
21629,338,47,,3.984848
21630,339,47,,3.510417
21631,340,47,,3.773810
21632,341,47,,3.455556
21633,342,47,,3.416667
21634,343,47,,3.177215
21635,344,47,,4.255814
21636,345,47,,3.375000
21637,346,47,,3.840000
21638,347,47,,3.672727
21639,348,47,,3.960000
21640,349,47,,3.923077
21641,350,47,,3.083333
21642,351,47,,3.036585
21643,352,47,,4.015625
21644,353,47,,3.325000
21645,354,47,,3.860465
21646,355,47,,3.992424
21647,356,47,,3.224638
21648,357,47,,3.185185
21649,358,47,,3.379310
21650,359,47,,4.182540
21651,360,47,,3.537879
21652,361,47,,2.757353
21653,362,47,,3.509804
21654,363,47,,3.812500
21655,364,47,3.00,3.000000
21656,365,47,4.00,4.000000
21657,366,47,,3.386364
21658,367,47,,3.606383
21659,368,47,,3.633333
21660,369,47,4.00,4.000000
21661,370,47,,3.380282
21662,371,47,,3.800000
21663,372,47,,3.647059
21664,373,47,,3.901961
21665,374,47,,3.993151
21666,375,47,3.50,3.500000
21667,376,47,,3.304348
21668,377,47,,3.454545
21669,378,47,,2.813433
21670,379,47,,3.921569
21671,380,47,,2.808511
21672,381,47,,3.418750
21673,382,47,,2.865854
21674,383,47,4.00,4.000000
21675,384,47,,3.806122
21676,385,47,,3.842593
21677,386,47,,2.659091
21678,387,47,,3.263158
21679,388,47,,3.889535
21680,389,47,,3.654762
21681,390,47,,3.381356
21682,391,47,4.00,4.000000
21683,392,47,,4.032895
21684,393,47,,3.687500
21685,394,47,,3.647059
21686,395,47,,3.366071
21687,396,47,,3.659091
21688,397,47,,3.835294
21689,398,47,,3.134615
21690,399,47,,4.111111
21691,400,47,,3.613636
21692,401,47,,4.250000
21693,402,47,4.00,4.000000
21694,403,47,,3.222222
21695,404,47,,3.857798
21696,405,47,,3.550000
21697,406,47,,2.968085
21698,407,47,,3.805556
21699,408,47,,3.513514
21700,409,47,,3.700000
21701,410,47,,3.715385
21702,411,47,,3.852381
21703,412,47,,3.806122
21704,413,47,,3.932203
21705,414,47,,3.301887
21706,415,47,,3.905172
21707,416,47,,3.536585
21708,417,47,,4.140625
21709,418,47,,4.013158
21710,419,47,,3.887755
21711,420,47,,3.950000
21712,421,47,,3.509434
21713,422,47,,3.833333
21714,423,47,,3.853448
21715,424,47,,4.135135
21716,425,47,,3.916667
21717,426,47,,3.611111
21718,427,47,,3.608108
21719,428,47,,4.061224
21720,429,47,,3.800000
21721,430,47,,3.913043
21722,431,47,,4.069444
21723,432,47,,3.619565
21724,433,47,,3.605263
21725,434,47,,4.030769
21726,435,47,,3.370968
21727,436,47,,2.884615
21728,437,47,,3.764706
21729,438,47,,3.000000
21730,439,47,,4.388889
21731,440,47,,3.930769
21732,441,47,,3.431818
21733,442,47,,2.846154
21734,443,47,,3.703704
21735,444,47,,3.300000
21736,445,47,,3.492063
21737,446,47,,2.673913
21738,447,47,,3.130435
21739,448,47,,3.215686
21740,449,47,,3.656250
21741,450,47,,2.571429
21742,451,47,,2.467742
21743,452,47,,3.218750
21744,0,48,3.50,3.500000
21745,1,48,,3.990566
21746,2,48,,3.526316
21747,3,48,4.00,4.000000
21748,4,48,4.50,4.500000
21749,5,48,4.00,4.000000
21750,6,48,,3.543860
21751,7,48,3.50,3.500000
21752,8,48,3.00,3.000000
21753,9,48,3.00,3.000000
21754,10,48,,3.726415
21755,11,48,3.50,3.500000
21756,12,48,,3.048611
21757,13,48,2.50,2.500000
21758,14,48,,4.011236
21759,15,48,,3.200000
21760,16,48,,3.851563
21761,17,48,3.50,3.500000
21762,18,48,,3.710526
21763,19,48,,3.766667
21764,20,48,,3.357143
21765,21,48,3.50,3.500000
21766,22,48,4.00,4.000000
21767,23,48,3.00,3.000000
21768,24,48,,2.932203
21769,25,48,3.00,3.000000
21770,26,48,3.00,3.000000
21771,27,48,,3.353448
21772,28,48,3.00,3.000000
21773,29,48,4.00,4.000000
21774,30,48,3.50,3.500000
21775,31,48,3.50,3.500000
21776,32,48,3.00,3.000000
21777,33,48,3.00,3.000000
21778,34,48,3.00,3.000000
21779,35,48,3.50,3.500000
21780,36,48,3.50,3.500000
21781,37,48,3.50,3.500000
21782,38,48,3.00,3.000000
21783,39,48,,2.864583
21784,40,48,2.50,2.500000
21785,41,48,3.00,3.000000
21786,42,48,3.50,3.500000
21787,43,48,4.00,4.000000
21788,44,48,,4.257669
21789,45,48,3.00,3.000000
21790,46,48,,3.660000
21791,47,48,,3.282051
21792,48,48,3.00,3.000000
21793,49,48,3.50,3.500000
21794,50,48,,3.658940
21795,51,48,3.50,3.500000
21796,52,48,3.00,3.000000
21797,53,48,4.00,4.000000
21798,54,48,4.00,4.000000
21799,55,48,,3.513889
21800,56,48,,3.530435
21801,57,48,,3.580645
